ItemID,Item_name,Bowl,Cup,1tablespoon,1teaspoon,small,medium,large
753,Orange Chicken,,,,,96,,184
754,Pad Thai,,194.98,12.19,4.06,,,
755,Paella,,241.29,15.08,5.03,,,
756,Paratha,,,,,,,
757,Pea Soup,,259.2,16.2,5.4,,,
758,Peanut Butter Sandwich,,,,,,,
759,Peking Duck,,140,8.75,2.92,,,
760,Philly Cheese Steak,,,,,,,
761,Pizza,,,,,,,
762,Pork Chop,,,,,,,
763,Potato Salad,,250,15.63,5.21,,,
764,Pulled Pork Sandwich,,,,,,,
765,Ramen,,266.84,16.68,5.56,,,
766,Ravioli,,,,,,,
767,Reuben Sandwich,,,,,,,
768,Roast Beef,,,,,,,
769,Samosa,,113,7.06,2.35,,,
770,Sausage Roll,,,,,,,
771,Sausage Rolls,,,,,,,
772,Shepherds Pie,,233.68,14.61,4.87,,,
773,Shrimp Cocktail,,230,14.38,4.79,,,
774,Sloppy Joe,,251,15.69,5.23,,,
775,Sloppy Joes,,251,15.69,5.23,,,
776,Spaghetti Bolognese,,330.24,20.64,6.88,,,
777,Spring Roll,,,,,,,
778,Spring Rolls,,,,,,,
779,Taco,,,,,,,
780,Tandoori Chicken,,225.64,14.1,4.7,,,
781,Yorkshire Pudding,,,,,,,
782,Arbys Grand Turkey Club,,,,,,,
783,Arbys Reuben,,,,,,,
784,Arbys Roast Beef Classic,,,,,,,
785,Arbys Roast Beef Max,,,,,,,
786,BBQ Rib,,,,,,,
787,Bean Burrito,,,,,,,
788,Bratwurst,,,,,,,
789,Burger King Angry Whopper,,,,,,,
790,Burger King Double Whopper,,,,,,,
791,Burger King Double Whopper with Cheese,,,,,,,
792,Burger King Original Chicken Sandwich,,,,,,,
793,Burger King Premium Alaskan Fish Sandwich,,,,,,,
794,Burger King Triple Whopper,,,,,,,
795,Burger King Whopper Jr,,,,,,,
796,Cheeseburger,,,,,,,
797,Chicken Breast,,140,8.75,2.92,,,
798,Chicken Fajita,,230,14.38,4.79,,,
799,Chicken McNuggets,,,,,,,
800,Chicken Nuggets,,139,8.69,2.9,,,
801,Chicken Pizziola,,135,8.44,2.81,,,
802,Chicken Sandwich,,,,,,,
803,Chicken Teriyaki Sandwich,,,,,,,
804,Chicken Wings,,,,,,,
805,Chop Suey,,220,13.75,4.58,,,
806,Curly Fries,,81,5.06,1.69,,,
807,Double Cheeseburger,,,,,,,
808,Egg Roll,,,,,,,
809,Falafel,,,,,,,
810,Filet o Fish,,,,,,,
811,Fish and Chips,,,,,,,
812,Fish Sandwich,,,,,,,
813,French Fries,,57,3.56,1.19,,,
814,Grilled Chicken Salad,,,,,,,
815,Ham Sandwich,,,,,,,
816,Hamburger,,,,,,,
817,Hot Dog,,,,,,,
818,Italian BMT,,,,,,,
819,Lasagna,,253.91,15.87,5.29,,,
820,McDonalds Big Mac,,,,,,,
821,McDonalds Cheeseburger,,,,,,,
822,McDonalds Chicken Nuggets,,,,,,,
823,McDonalds Double Cheeseburger,,,,,,,
824,McDonalds Filet o Fish,,,,,,,
825,McDonalds McChicken,,,,,,,
826,McDonalds McDouble,,,,,,,
827,McDonalds McMuffi Egg,,,,,38,44,50
828,McDonalds McRib,,,,,,,
829,McDonalds Mighty Wings,,,,,,,
830,McRib,,,,,,,
831,Meatball Sandwich,,,,,,,
832,Nachos with Cheese,,129.09,8.07,2.69,,,
833,Onion Rings,,48,3,1,,,
834,Poutine,,132.75,8.3,2.77,,,
835,Smoked Salmon,,,,,,,
836,Subway Club Sandwich,,,,,,,
837,Zinger Burger,,,,,,,
838,Anchovy,,,,,,,
839,Butterfish,,,,,,,
840,Calamari,,187,,,,,
841,Carp,,,,,,,
842,Caviar,,,16,,,,
843,Crayfish,,,,,,,
844,Fish Fingers,,,,,,,
845,Lobster,,,,,,,
846,Mackerel,,,,,,,
847,Milkfish,,,,,,,
848,Mullet,,,,,,,
849,Octopus,,,,,,,
850,Pickled Herring,,,,,,,
851,Red Snapper,,,,,,,
852,Salmon,,,,,,,
853,Sea Bass,,,,,,,
854,Shark,,,,,,,
855,Sole,,,,,,,
856,Squid,,,,,,,
857,Sushi,,,,,,,
858,Swordfish,,,,,,,
859,Tuna Salad,233,166,,,,,
860,Apple,,109,,,,,
861,Apricot,,165,,,,,
862,Avocado,,150,,,,,
863,Banana,,225,,,,,
864,Blackberries,,140,,,,,
865,Blood Oranges,,,,,,,
866,Cantaloupe,,,,,,,
867,Cherries,,,,,,,
868,Clementine,,,,,,,
869,Cranberries,,100,,,,,
870,Custard Apple,,,,,,,
871,Dates,,160,,,,,
872,Figs,,,,,,,
873,Fruit salad,193,138,,,,,
874,Grapes,,151,,,,,
875,Guava,,165,,,,,
876,Jackfruit,,,,,,,
877,Jujube,,100,,,,,
878,Kiwi,,180,,,,,
879,Lemon,,,,,,,
880,Lime,,,,,,,
881,Lychees,,116,,,,,
882,Mandarin Oranges,,,,,,,
883,Mango,,156,,,,,
884,Mulberries,,140,,,,,
885,Nectarine,,143,,,,,
886,Orange,,180,,,,,
887,Papaya,,230,,,,,
888,Passion Fruit,,263,,,,,
889,Peach,,154,,,,,
890,Pear,,161,,,,,
891,Persimmon,,,,,,,
892,Physalis,,140,,,,,
893,Pineapple,,165,,,,,
894,Plum,,165,,,,,
895,Pomegranate,,174,10.9,,,,
896,Quince,,,,,,,
897,Raisins,,145,9.1,,,,
898,Rambutan,,123,,,,,
899,Raspberries,,123,,,,,
900,Rhubarb,,122,,,,,
901,Starfruit,,132,,,,,
902,Strawberries,,144,,,,,
903,Tamarind,,,7.5,2.5,,,
904,Tangerine,,,,,,,
905,Watermelon,,152,,,,,
906,Beef Suet,,,,,,,
907,Beef Tallow,,204.8,12.8,4.27,,,
908,Beef Thymus,,,,,,,
909,Beef Tripe,,,,,,,
910,Chuck Roast,,,,,,,
911,Chuck Steak,,,,,,,
912,Flank Steak,,,,,,,
913,Ground Beef,,,,,,,
914,Ground Chuck,,,,,,,
915,Ground Round,,,,,,,
916,Minced Veal,,,,,,,
917,Porterhouse Steak,,,,,,,
918,Rib Eye Steak,,,,,,,
919,Roast Beef,,,,,,,
920,Rump Steak,,,,,,,
921,Skirt Steak,,,,,,,
922,Stew Beef,,,,,,,
923,Strip Steak,,,,,,,
924,T-Bone Steak,,,,,,,
925,Veal,,,,,,,
926,Veal Breast,,,,,,,
927,Veal Leg,,,,,,,
928,Veal Roast Beef,,,,,,,
929,Veal Shank,,,,,,,
930,Veal Shoulder,,,,,,,
931,Veal Sirloin,,,,,,,
932,Veal Tenderloin,,,,,,,
933,Ale,,237.6,14.85,4.95,,,
934,Bass,,,,,,,
935,Beer,,237.6,14.85,4.95,,,
936,Bock Beer,,237.6,14.85,4.95,,,
937,Bud Ice,,,,,,,
938,Bud Light,,236,14.75,4.92,,,
939,Bud Light Chelada,,236,14.75,4.92,,,
940,Bud Light Lime,,236,14.75,4.92,,,
941,Coors,,237.6,14.85,4.95,,,
942,Coors Light,,236,14.75,4.92,,,
943,Coors,,237.6,14.85,4.95,,,
944,Corona,,237.6,14.85,4.95,,,
945,Dark Beer,,290,18.13,6.04,,,
946,Genesee Cream Ale,,240,15,5,,,
947,Ginger Beer,,254.64,15.91,5.3,,,
948,Honey Brown,,339,21.19,7.06,,,
949,Lager Beer,,237.6,14.85,4.95,,,
950,Light Beer,,236,14.75,4.92,,,
951,Malt Beer,,332,20.75,6.92,,,
952,Michelob Amber Bock,,236,14.75,4.92,,,
953,Michelob Lager,,236,14.75,4.92,,,
954,Michelob Light,,236,14.75,4.92,,,
955,Michelob Ultra,,236,14.75,4.92,,,
956,Michelob Ultra Amber,,236,14.75,4.92,,,
957,Michelob Ultra Lime Cactus,,236,14.75,4.92,,,
958,Natural Ice,,,,,,,
959,Non-alcoholic Beer,,236.8,14.8,4.93,,,
960,Pale Ale,,237.6,14.85,4.95,,,
961,Pilsner,,237.6,14.85,4.95,,,
962,Porter,,290,18.13,6.04,,,
963,Root Beer,,246.4,15.4,5.13,,,
964,Shock Top Raspberry Wheat,,123,7.69,2.56,,,
965,Stout,,290,18.13,6.04,,,
966,Stout Beer,,290,18.13,6.04,,,
967,Strong Beer,,290,18.13,6.04,,,
968,Wheat Beer,,237.6,14.85,4.95,,,
969,Angel Food Cake,,,,,,,
970,Apple Cake,,,,,,,
971,Apple Cobbler,,211.6,13.22,4.41,,,
972,Apple Crisp,,141,17.63,5.88,,,
973,Apple Crumble,,141,17.63,5.88,,,
974,Apple Pie,,,,,,,
975,Apple Strudel,,,,,,,
976,Apple Turnover,,,,,,,
977,Applesauce Cake,,246,15.38,5.13,,,
978,Bakewell Tart,,,,,,,
979,Banoffee Pie,,202,12.63,4.21,,,
980,Birthday Cake,,,,,,,
981,Black and White Cookie,,,,,,,
982,Black Forest Cake,,,,,,,
983,Blueberry Cobbler,,217,13.56,4.52,,,
984,Blueberry Muffin,,,,,,113,
985,Blueberry Pie,,,,,,,
986,Bundt Cake,,,,,,,
987,Buttermilk Pie,,,,,,,
988,Caramel Cake,,,,,,,
989,Carrot Cake,,138,8.63,2.88,,,
990,Cheesecake,,,,,,,
991,Cherry Pie,,,,,,,
992,Chess Pie,,218,13.63,4.54,,,
993,Chocolate Cake,,,,,,,
994,Chocolate Cream Pie,,,,,,,
995,Chocolate Mousse Cake,,117,7.31,2.44,,,
996,Chocolate Mousse Pie,,202,25.25,8.42,,,
997,Chocolate Muffin,,,,,,,
998,Coconut Cake,,,,,,,
999,Coffee Cake,,,,,,,
1000,Cream Puff,,,,,,,
1001,Crumb Cake,,,,,,,
1002,Cupcake,,,,,,,
1003,Danish Pastry,,,,,,,
1004,Donut,,,,,,,
1005,Doughnut,,,,,,,
1006,Flan,,153,19.13,6.38,,,
1007,Flourless Chocolate Cake,,,,,,,
1008,French Cruller,,,,,,,
1009,Fruit Cake,,,,,,,
1010,Funnel Cake,,,,,,,
1011,German Chocolate Cake,,,,,,,
1012,Gingerbread,,67,4.19,1.4,,,
1013,Ice Cream Cake,,,,,,,
1014,Key Lime Pie,,172,10.75,3.58,,,
1015,King Cake,,,,,,,
1016,Layer Cake,,,,,,,
1017,Lemon Cake,,,,,,,
1018,Lemon Meringue Pie,,,,,,,
1019,Madeira Cake,,,,,,,
1020,Marble Cake,,,,,,,
1021,Meringue,,,,,,,
1022,Opera Cake,,,,,,,
1023,Paczki,,,,,,,
1024,Pancake,,,,,,,
1025,Panettone,,,,,,,
1026,Pavlova,,,,,,,
1027,Peach Cobbler,,217,13.56,4.52,,,
1028,Peach Pie,,,,,,,
1029,Pecan Pie,,,,,,,
1030,Pineapple Upside-Down Cake,,,,,,,
1031,Plum Cake,,,,,,,
1032,Poppy-Seed Cake,,,,,,,
1033,Pound Cake,,,,,,,
1034,Profiterole,,,,,,,
1035,Puff Pastry,,,,,,,
1036,Pumpkin Bread,,,,,,,
1037,Pumpkin Cheesecake,,181,11.31,3.77,,,
1038,Pumpkin Pie,,,,,,,
1039,Raspberry Pie,,,,,,,
1040,Red Velvet Cake,,,,,,,
1041,Rhubarb Pie,,,,,,,
1042,Rum Cake,,,,,,,
1043,Sacher Torte,,,,,,,
1044,Sponge Cake,,,,,,,
1045,Strawberry Cheesecake,,189,11.81,3.94,,,
1046,Strawberry Pie,,202,12.63,4.21,,,
1047,Strawberry Rhubarb Pie,,186,11.63,3.88,,,
1048,Sweet Potato Pie,,203,12.69,4.23,,,
1049,Swiss Roll,,,,,,,
1050,Tarte Tatin,,,,,,,
1051,Tiramisu,,143,8.94,2.98,,,
1052,Tiramisu Cake,,143,8.94,2.98,,,
1053,Treacle Tart,,,,,,,
1054,Tres Leches Cake,,120,7.5,2.5,,,
1055,Barley,,157,9.81,3.27,,,
1056,Quinoa,,185,11.56,3.85,,,
1057,Ragi,,21,1.31,0.44,,,
1058,Rice puffed,,14,0.88,0.29,,,
1059,Brown Rice,,195,12.19,4.06,,,
1060,Rice,,158,9.88,3.29,,,
1061,Wheat flour,,125,7.81,2.6,,,
1062,Wheat whole,,192,12,4,,,
1063,Vermicelli,,140,8.75,2.92,,,
1064,Semolina,,167,10.44,3.48,,,
1065,Cowpea,,171,10.69,3.56,,,
1066,Field bean,,177,11.06,3.69,,,
1067,Green gram,,202,12.63,4.21,,,
1068,Beet greens,,,,,,,
1069,Brussels sprouts,,78,9.75,3.25,,,
1070,Cabbage,,,,,,,
1071,Violet Cabbage,,,,,,,
1072,Cauliflower,,,,,,,
1073,Drumstick,,,,,,,
1074,Fenugreek,,177.6,11.1,3.7,,,
1075,Mustard leaves,,249,15.56,5.19,,,
1076,Lettuce,,,,,,,
1077,Parsley,,60.8,3.8,1.27,,,
1078,Pumpkin leaves,,39,2.44,0.81,,,
1079,Radish leaves,,,,,2,,
1080,Spinach,,180,11.25,3.75,,,
1081,Tamarind leaves,,,,,,,
1082,Ash gourd,,,,,,,
1083,Bitter gourd,,,,,,,
1084,Bottle gourd,,146,9.13,3.04,,,
1085,Brinjal,,,,,,,
1086,Green capsicum,,,,,,,
1087,Veal Kidney,,,,,,,
1088,Veal Tongue,,,,,,,
1089,Almond Oil,,217.6,,4.53,,,
1090,Avocado Oil,,224,14,4.67,,,
1091,Butter,,227.2,14.2,4.73,,,
1092,Canola Oil,,224,14,4.67,,,
1093,Coconut Oil,,217.6,13.6,4.53,,,
1094,Cod Liver Oil,,217.6,13.6,4.53,,,
1095,Corn Oil,,217.6,13.6,4.53,,,
1096,Cottonseed Oil,,224,14,4.67,,,
1097,Flaxseed Oil,,217.92,13.62,4.54,,,
1098,Ghee,,204.8,12.8,4.27,,,
1099,Goose Fat,,,,,,,
1100,Grape Seed Oil,,151,9.44,3.15,,,
1101,Hemp Oil,,224,14,4.67,,,
1102,Herring Oil,,,,,,,
1103,Lard,,,,,,,
1104,Macadamia Oil,,204.8,12.8,4.27,,,
1105,Margarine,,,,,,,
1106,Mustard Oil,,227.2,14.2,4.73,,,
1107,Olive Oil,,249,15.56,5.19,,,
1108,Palm Oil,,216,,4.5,,,
1109,Peanut Oil,,217.6,13.6,4.53,,,
1110,Real Butter,,216,13.5,4.5,,,
1111,Rice Bran Oil,,227.2,14.2,4.73,,,
1112,Safflower Oil,,217.6,,4.53,,,
1113,Sardine Oil,,217.6,,4.53,,,
1114,Sesame Oil,,,,,,,
1115,Soybean Oil,,217.6,,4.53,,,
1116,Sunflower Oil,,217.6,,4.53,,,
1117,Walnut Oil,,224,14,4.67,,,
1118,Cannelloni,,217.6,13.6,4.53,,,
1119,Capellini,,,,,,,
1120,Cellophane Noodles,,140,8.75,2.92,,,
1121,Cheese Tortellini,,190,11.88,3.96,,,
1122,Dampfnudel,,81,6.75,2.25,,,
1123,Dumpling Dough,,,,,,,
1124,Durum Wheat Semolina,,79,4.94,1.65,,,
1125,Egg Noodles,,192,12,4,,,
1126,Farfalle,,160,10,3.33,,,
1127,Fettuccine,,140,8.75,2.92,,,
1128,Fusilli,,140,8.75,2.92,,,
1129,Glass Noodles,,140,8.75,2.92,,,
1130,Lasagne Sheets,,140,8.75,2.92,,,
1131,Linguine,,253.91,15.87,5.29,,,
1132,Low Carb Pasta,,140,8.75,2.92,,,
1133,Macaroni,,140,8.75,2.92,,,
1134,Manicotti,,140,8.75,2.92,,,
1135,Mostaccioli,,,,,,,
1136,Orzo,,102.4,6.4,2.13,,,
1137,Penne,,140.05,8.75,2.92,,,
1138,Penne Rigate,,140,8.75,2.92,,,
1139,Pierogi,,140,8.75,2.92,,,
1140,Ravioli,,,,,,,
1141,Rigatoni,,,,,,,
1142,Rotini,,126.5,6.33,2.11,,,
1143,Shells,,140,8.75,2.92,,,
1144,Shirataki Noodles,,140,8.75,2.92,,,
1145,Soy Noodles,,226,14.13,4.71,,,
1146,Spaetzle,,140,8.75,2.92,,,
1147,Spaghetti,,,,,,,
1148,Spinach Tortellini,,140,8.75,2.92,,,
1149,Tagliatelle,,81,6.75,2.25,,,
1150,Tortellini,,128,8,2.67,,,
1151,Vermicelli,,81,6.75,2.25,,,
1152,Whole Grain Noodles,,140,8.75,2.92,,,
1153,Whole Grain Spaghetti,,140,8.75,2.92,,,
1154,Ziti,,140,8.75,2.92,,,
1155,Apple Pie,,140,8.75,2.92,,,
1156,Apple Turnover,,,,,,,
1157,Bagel,,,,,,,
1158,Baguette,,,,,,,
1159,Banana Bread,,40,2.5,0.83,,,
1160,Banana Nut Bread,,,,,,,
1161,Beer Bread,,,,,,,
1162,Biscuit,,,,,,,
1163,Black Bread,,,,,,,
1164,Bran Muffins,,40,2.5,0.83,,,
1165,Bread Pudding,,,,,66,113,139
1166,Breadsticks,,200,12.5,4.17,,,
1167,Brioche,,,,,,,
1168,Brown Bread,,40,2.5,0.83,,,
1169,Brownies,,40,2.5,0.83,,,
1170,Bun,,,,,,,
1171,Cannoli,,,,,,,
1172,Caramel Cake,,,,,,,
1173,Challah,,,,,,,
1174,Chapati,,40,2.5,0.83,,,
1175,Ciabatta,,,,,27,40,52
1176,Cinnamon Bun,,,,,,,
1177,Coffee Cake,,,,,,,
1178,Conchas/Mexican Sweet Bread,,,,,,,
1179,Cornbread,,,,,,,
1180,Crepes,,,,,,,
1181,Croissant,,135,8.44,2.81,,,
1182,Crumpet,,,,,,,
1183,Cupcakes,,,,,,,
1184,Donut Doughnut,,,,,,,
1185,Dosa,,,,,,,
1186,Empanada,,,,,,,
1187,English Muffin,,,,,,,
1188,Flatbread,,,,,,,
1189,Focaccia,,,,,,,
1190,Garlic Bread,,,,,,,
1191,Hot Dog Buns,,,,,,,
1192,Italian Bread,,,,,,,
1193,Latkes,,40,2.5,0.83,,,
1194,Matzo Bread,,,,,,,
1195,Monkey Bread,,,,,,,
1196,Muffin,,,,,,,
1197,Multi Grain Bread,,,,,,113,
1198,Naan,,40,2.5,0.83,,,
1199,Oatmeal Cookies,,,,,,,
1200,Oatmeal Raisin Cookies,,,,,,,
1201,Pan de Sal,,,,,,,
1202,Pancake,,,,,,,
1203,Pandesal,,,,,,,
1204,Panettone,,,,,,,
1205,Pie,,,,,,,
1206,Pita Bread,,,,,,,
1207,Potato Bread,,,,,,,
1208,Pretzel,,40,2.5,0.83,,,
1209,Pretzel Roll,,40,2.5,0.83,,,
1210,Puff Pastry,,,,,,,
1211,Pumpernickel,,,,,,,
1212,Raisin Bread,,,,,,,
1213,Roll,,,,,,,
1214,Roti,,40,2.5,0.83,,,
1215,Rye Bread,,,,,27,40,52
1216,Sandwich,,40,2.5,0.83,,,
1217,Sandwich Bread,,,,,,,
1218,Scone,,40,2.5,0.83,,,
1219,Shortcrust Pastry,,,,,,,
1220,Soda Bread,,,,,,,
1221,Souffle,,,,,,,
1222,Sourdough Bread,,95,5.94,1.98,,,
1223,Spanakopita,,40,2.5,0.83,,,
1224,Spice Cake,,162,10.13,3.38,,,
1225,Sweet Rolls,,,,,,,
1226,Swiss Roll,,40,2.5,0.83,,,
1227,Toast,,,,,,,
1228,Tortilla,,,,,,,
1229,Tortilla Bread,,,,,,,
1230,White Bread,,,,,,,
1231,Whole Wheat Bread,,40,2.5,0.83,,,
1232,BBQ Chicken Pizza,,40,2.5,0.83,,,
1233,BBQ Pizza,,,,,,,
1234,Beef Pizza,,249,15.56,5.19,,,
1235,Bianca Pizza,,,,,,,
1236,Buffalo Chicken Pizza,,,,,,,
1237,Calabrese Pizza,,,,,,,
1238,Calzone,,,,,,,
1239,Capricciosa Pizza,,,,,,,
1240,Cheese Pizza,,,,,,,
1241,Chicken Pizza,,,,,,,
1242,Deep Dish Pizza,,,,,,,
1243,Dominos Philly Cheese Steak Pizza,,,,,,,
1244,Four Cheese Pizza,,,,,666,953.6,1264
1245,Goat Cheese Pizza,,,,,,,
1246,Grilled Pizza,,,,,,,
1247,Hawaiian Pizza,,,,,,,
1248,Margherita Pizza,,,,,,,
1249,Mozzarella Pizza,,,,,,,
1250,Mushroom Pizza,,,,,,,
1251,Napoli Pizza,,,,,,,
1252,New York Style Pizza,,,,,,,
1253,Pepperoni Pizza,,,,,,,
1254,Pizza Dough,,,,,,,
1255,Pizza Hut Stuffed Crust Pizza,,,,,,,
1256,Pizza Hut Supreme Pizza,,,,,,,
1257,Pizza Rolls,,,,,,,
1258,Quattro Formaggi Pizza,,,,,,,
1259,Red Pepper Pizza,,,,,,,
1260,Salami Pizza,,,,,,,
1261,Sausage Pizza,,,,,,,
1262,Seafood Pizza,,,,,,,
1263,Shrimp Pizza,,135,8.44,2.81,,,
1264,Sicilian Pizza,,145,9.06,3.02,,,22
1265,Spinach Feta Pizza,,,,,,,
1266,Spinach Pizza,,,,,,,
1267,Stuffed Crust Pizza,,,,,,,
1268,Thin Crust Pizza,,,,,,,
1269,Tuna Pizza,,,,,,,
1270,Vegetable Pizza,,,,,,,
1271,Vegetarian Pizza,,,,,,,
1272,Veggie Pizza,,,,,,,
1273,White Pizza,,,,,,,
1274,Bacon,,80,5,1.67,,,
1275,Canadian Style Bacon,,80,5,1.67,,,
1276,Chitterlings,,125.78,7.86,2.62,,,
1277,Ground Pork,,123,7.69,2.56,,,
1278,Lard,,204.8,12.8,4.27,,,
1279,Whipped Cream,0,60,3,0,0,0,0
1280,Whole Milk,0,250,0,0,0,0,0
1281,Yogurt,0,225,14,0,0,0,0
1282,ACE Drink,0,0,0,0,0,0,0
1283,Apple Spritzer,0,0,0,0,0,0,0
1284,Chai,0,250,0,0,0,0,0
1285,Chai Tea,0,250,0,0,0,0,0
1286,Chocolate Milk,0,0,0,0,0,0,0
1287,Chocolate Milkshake,0,0,0,0,0,0,0
1288,Club Mate,0,0,0,0,0,0,0
1289,Coca Cola,0,0,0,0,0,0,0
1290,Coffee,0,250,165,0,0,0,0
1291,Coke Zero,0,250,0,0,0,0,0
1292,Cola,0,0,0,0,0,0,0
1293,Crystal Light,0,0,0,0,0,0,0
1294,Diet Coke,0,0,0,0,0,0,0
1295,Egg Cream,0,0,0,0,0,0,0
1296,Evian,,,,,,,
1297,Gatorade,,,,,,,
1298,Ginger Tea,0,0,0,0,0,0,0
1299,Hawaiian Punch,0,0,0,0,0,0,0
1300,Hi C,0,250,0,0,0,0,0
1301,Horchata,0,0,0,0,0,0,0
1302,Hot Chocolate,0,0,0,0,0,0,0
1303,Ice Tea,0,250,0,0,0,0,0
1304,Iced Tea,0,250,0,0,0,0,0
1305,Karamalz,0,250,0,0,0,0,0
1306,Kombucha,0,250,0,0,0,0,0
1307,Kool-Aid,0,250,0,0,0,0,0
1308,Lassi,0,0,0,0,0,0,0
1309,Latte Macchiato,0,250,0,0,0,0,0
1310,Lemonade,0,250,0,0,0,0,0
1311,Malt Beer,0,0,0,0,0,0,0
1312,Milk,0,0,0,0,0,0,0
1313,Milkshake dry,0,0,0,0,0,0,0
1314,Milo,0,244,15,0,0,0,0
1315,Nectar,0,0,0,0,0,0,0
1316,Nestea,0,250,0,0,0,0,0
1317,Non alcoholic Beer,0,225,14,0,0,0,0
1318,Powerade,0,0,0,0,0,0,0
1319,Slurpee,0,0,0,0,0,0,0
1320,Slush Puppie,0,250,0,0,0,0,0
1321,Banana Smoothie,0,0,0,0,0,0,0
1322,Soy Milk,0,0,0,0,0,0,0
1323,Strawberry Milkshake,0,0,0,0,0,0,0
1324,Tang,0,0,0,0,0,0,0
1325,Tap Water,0,0,0,0,0,0,0
1326,Tea,0,0,0,0,0,0,0
1327,Vanilla Milkshake,0,0,0,0,0,0,0
1328,Volvic,0,250,0,0,0,0,0
1329,Water,0,250,0,0,0,0,0
1330,Yerba Mate,0,0,0,0,0,0,0
1331,Acorn,0,250,0,0,0,0,0
1332,Alfalfa Sprouts,0,250,0,0,0,0,0
1333,Almonds,0,250,0,0,0,0,0
1334,Beechnut,0,33,3,0,0,0,0
1335,Brazil Nuts,0,143,55,0,0,0,0
1336,Breadfruit,0,0,0,0,0,0,0
1337,Butternut,0,133,0,0,0,0,0
1338,Cashew,0,0,0,0,0,0,0
1339,Chestnut,0,0,0,0,0,0,0
1340,Chia Seeds,130,130,8.1,0,0,0,0
1341,Coconut,0,0,0,0,0,0,0
1342,Cotton Seeds,0,0,0,0,0,0,0
1343,Flaxseed,0,80,5,0,0,397,0
1344,Ginkgo Nuts,0,250,0,0,0,0,0
1345,Goa Bean,0,0,0,0,0,0,0
1346,Hazelnut,0,0,0,0,0,0,0
1347,Hickory Nuts,0,0,0,0,0,0,0
1348,Lima Beans,0,0,0,0,0,0,0
1349,Lotus Seed,0,0,0,0,0,0,0
1350,Macadamia Nuts,0,0,0,0,0,0,0
1351,Peanuts,0,64,14,0,0,0,0
1352,Peas,0,0,0,0,0,0,0
1353,Pecan Nuts,0,146,9,0,0,0,0
1354,Pecans,0,145,9,0,0,0,0
1355,Pili Nuts,0,0,0,0,0,0,0
1356,Pine Nuts,0,0,0,0,0,0,0
1357,Pinto Beans,0,120,0,0,0,0,0
1358,Pistachios,0,0,0,0,0,0,0
1359,Poppy Seeds,0,193,12,0,0,0,0
1360,Pumpkin Seeds,0,250,165,0,0,0,0
1361,Radish Seeds,14,574,8.8,2.8,0,0,0
1362,Safflower Seeds,0,0,52,17,0,0,0
1363,Sesame Seeds,0,38,0,0,0,0,0
1364,Smoked Almonds,0,0,0,0,0,0,0
1365,Soy Beans,0,0,0,0,0,0,0
1366,Sunflower Seeds,0,0,0,0,0,0,0
1367,Sweet Chestnut,0,0,30,10,0,0,0
1368,Walnuts,0,0,0,0,0,0,0
1369,Watermelon,0,0,0,0,0,0,0
1370,Bran Flakes,0,0,0,0,0,0,0
1371,Capan Crunch,0,152,0,0,0,0,0
1372,Cheerios,0,0,0,0,0,0,0
1373,Chex,0,0,0,0,0,0,0
1374,Chocolate Cheerios,0,0,0,0,0,0,0
1375,Chocos,0,0,0,0,0,0,0
1376,Cinnamon Toast Crunch,0,0,0,0,0,0,0
1377,Coco Pops,0,0,0,0,0,0,0
1378,Cocoa Krispies,0,0,0,0,0,0,0
1379,Cocoa Pebbles,0,0,0,0,0,0,0
1380,Cocoa Puffs,0,0,0,0,0,0,0
1381,Cookie Crisp,0,0,0,0,0,0,0
1382,Corn Flakes,0,0,0,0,0,0,0
1383,Corn Pops,0,0,0,0,0,0,0
1384,Count Chocula,0,0,0,,0,0,0
1385,Smart Start,0,0,0,0,0,0,0
1386,Special K,0,0,0,0,0,0,0
1387,Special K Chocolatey Delight,0,0,165,0,0,0,0
1388,Special K Protein Plus,0,0,0,0,0,0,0
1389,Special K Red Berries,0,0,0,0,0,0,0
1390,Sugar Puffs,0,0,0,0,0,0,0
1391,Toasties,0,0,0,0,0,0,0
1392,Trix,0,0,0,0,0,0,0
1393,Weet Bix,0,0,3,0,0,0,0
1394,Weetabix,0,0,0,0,0,0,0
1395,Weetos,0,0,14,0,0,0,0
1396,Wheaties,0,0,0,0,0,0,0
1397,Beef Brain,0,0,0,0,0,0,0
1398,Beef Heart,0,0,0,0,0,0,0
1399,Beef Kidney,0,0,0,0,0,0,0
1400,Beef Liver,0,0,0,0,0,0,0
1401,Beef Lung,0,0,0,0,0,0,0
1402,Beef Melt,0,0,0,0,0,0,0
1403,Beef Tongue,0,0,0,0,0,0,0
1404,Calf Brain,0,0,165,0,0,0,0
1405,Calf Liver,0,0,0,0,0,0,0
1406,Calf Lung,0,0,0,0,0,0,0
1407,Calf Melt,0,0,0,0,0,0,0
1408,Chicken Giblets,0,0,0,0,0,0,0
1409,Chicken Heart,0,0,0,0,0,0,0
1410,Chicken Liver,0,0,165,0,0,0,0
1411,Chicken Stomach,0,250,0,0,0,0,0
1412,Chitterlings,0,0,0,0,0,0,0
1413,Duck Liver,0,0,0,0,0,0,0
1414,Goose Liver,0,0,0,0,0,0,0
1415,Hog Maws,0,0,0,0,0,0,0
1416,Pig Brain,0,250,3,0,0,0,0
1417,Pig Heart,0,250,0,0,0,0,0
1418,Pig Kidney,0,225,14,0,0,0,0
